"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"834",TZA,Tanzania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","92.391"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"840",USA,United States of America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","126.858"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"854",BFA,Burkina Faso,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","159.597"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"858",URY,Uruguay,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","108.757"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"860",UZB,Uzbekistan,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","207.008"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"862",VEN,"Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","23.387"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"882",WSM,Samoa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","99.273"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"887",YEM,Yemen,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,E,Estimate,"","165.5"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"892",SRB,Serbia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","189.068"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"893",MNE,Montenegro,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","144.88"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"894",ZMB,Zambia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","89.398"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"900","",WTO Members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","135.203"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"902","",WTO Observer governments,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","103.808"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"905","",Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","136.316"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","151.299"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"918",EEC,European Union,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","140.085"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"918",EEC,European Union,"918",EEC,European Union,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","142.527"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"918",EEC,European Union,EUT,"",Extra EU Trade,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","136.369"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"923","",European Free Trade Association (EFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","126.901"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"927","",Euro Area (19),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","137.15"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"931","",North America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","125.643"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"932","",South and Central America and the Caribbean,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","118.075"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"937","",Andean Community (ANDEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","119.402"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"938","",Central American Common Market (CACM),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","126.094"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"940","",North American Free Trade Agreement (NAFTA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","125.649"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"941","",Caribbean Community (CARICOM),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","91.117"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"942","",Pacific Alliance,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","129.767"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"943","",ECCAS (Economic Community of Central African States),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","69.102"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"944","","Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","123.54"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"945","",OPEC (Organization of the Petroleum Exporting Countries),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","100.094"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"946","",G-7 (Group of Seven),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","125.22"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"948","",Four East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","141.54"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"949","",Six East Asian traders,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","139.496"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"950","",Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","111.437"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"957","",West African Economic and Monetary Union (WAEMU),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","155.628"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"958","",Common Market for Eastern and Southern Africa (COMESA),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","110.624"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"959","",West African Economic Community (ECOWAS),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","153.952"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"961","",Southern African Development Community (SADC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","104.124"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"962","","African, Caribbean and Pacific States (ACP)","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","113.31"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"964","",Central African Economic and Monetary Community (CAEMC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","53.441"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"965","",Middle East,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","106.725"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"966","",Gulf Cooperation Council (GCC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","105.282"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"970","",Asia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","146.411"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"975","",Association of Southeast Asian Nations (ASEAN),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","147.643"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"977","",South Asian Association for Regional Cooperation (SAARC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","149.788"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"980","",Asia-Pacific Economic Cooperation (APEC),"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","138.227"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"981","",BRIC members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","155.227"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"982","",BRICS members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","153.328"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"983","",Australia and New Zealand,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","126.798"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"985","",G-20,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","135.3"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"986","","Africa, CIS and Middle East","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","116.613"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,"997","",Least-developed countries,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","132.455"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,LAX,"",LDC exporters of agriculture,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","111.803"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,LFX,"",LDC non-fuel mineral exporters,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","111.988"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,LMX,"",LDC exporters of manufactures,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","194.841"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,LOX,"",LDC oil exporters,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","85.398"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,OAF,"",Other Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","112.008"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,OAS,"",Other Asia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","152.47"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,OCI,"",Other CIS,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","140.51"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,OSE,"",Non-EU south-eastern Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","133.948"
Merchandise trade - indices and prices,ITS_MTP_AMF,Merchandise import value fixed-base indices - annual,OWE,"",Non-EU western Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,ID15,"2015=100",2021,"","","","115.193"
Merchandise trade - indices and prices,ITS_MTP_AMV,Merchandise import volume chained indices - annual,"000","",World,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,"","","","110.278"
Merchandise trade - indices and prices,ITS_MTP_AMV,Merchandise import volume chained indices - annual,"012",DZA,Algeria,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,IDP,Previous year=100,2021,E,Estimate,"","92.863"
