"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","704",VNM,Viet Nam,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","839.655"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","704",VNM,Viet Nam,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","830.814"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","704",VNM,Viet Nam,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","842.45"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","704",VNM,Viet Nam,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","958.5"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","705",SVN,Slovenia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","249.787"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","705",SVN,Slovenia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","250.906"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","705",SVN,Slovenia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","246.11"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","705",SVN,Slovenia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","279.375"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","710",ZAF,South Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","144.195"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","710",ZAF,South Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","175.581"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","710",ZAF,South Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","157.655"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","710",ZAF,South Africa,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","149.811"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","724",ESP,Spain,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","153.744"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","724",ESP,Spain,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","161.079"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","724",ESP,Spain,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","149.645"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","724",ESP,Spain,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","163.264"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","752",SWE,Sweden,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","116.81"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","752",SWE,Sweden,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","119.608"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","752",SWE,Sweden,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","109.946"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","752",SWE,Sweden,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","122.674"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","756",CHE,Switzerland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","122.938"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","756",CHE,Switzerland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","125.305"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","756",CHE,Switzerland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","124.338"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","756",CHE,Switzerland,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","126.68"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","764",THA,Thailand,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","172.683"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","764",THA,Thailand,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","181.894"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","764",THA,Thailand,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","179.695"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","764",THA,Thailand,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","186.412"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","788",TUN,Tunisia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","120.333"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","788",TUN,Tunisia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","119.46"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","788",TUN,Tunisia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","107.946"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","788",TUN,Tunisia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","124.999"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","792",TUR,Türkiye,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","245.712"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","792",TUR,Türkiye,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","264.625"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","792",TUR,Türkiye,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","260.296"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","792",TUR,Türkiye,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","303.638"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","804",UKR,Ukraine,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","109.459"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","804",UKR,Ukraine,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","121.807"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","804",UKR,Ukraine,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","138.987"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","804",UKR,Ukraine,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","149.921"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","807",MKD,North Macedonia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","335.864"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","807",MKD,North Macedonia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","343.271"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","807",MKD,North Macedonia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","324.381"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","807",MKD,North Macedonia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","319.852"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","818",EGY,Egypt,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","216.322"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","818",EGY,Egypt,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","223.154"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","818",EGY,Egypt,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","212.856"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","818",EGY,Egypt,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","256.714"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","826",GBR,United Kingdom,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","111.372"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","826",GBR,United Kingdom,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","122.571"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","826",GBR,United Kingdom,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","112.048"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","826",GBR,United Kingdom,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","130.272"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","834",TZA,Tanzania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","161.143"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","834",TZA,Tanzania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","172.733"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","834",TZA,Tanzania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","219.616"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","834",TZA,Tanzania,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","210.522"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","840",USA,United States of America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","151.936"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","840",USA,United States of America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","156.129"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","840",USA,United States of America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","150.935"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","840",USA,United States of America,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","163.522"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","858",URY,Uruguay,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","154.786"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","858",URY,Uruguay,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","192.991"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","858",URY,Uruguay,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","228.233"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","858",URY,Uruguay,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","210.366"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","862",VEN,"Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","5.579"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","862",VEN,"Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","3.992"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","862",VEN,"Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","5.225"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","862",VEN,"Venezuela, Bolivarian Republic of","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","5.123"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","892",SRB,Serbia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","492.905"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","892",SRB,Serbia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","512.949"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","892",SRB,Serbia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","528.074"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","892",SRB,Serbia,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,E,Estimate,"","536.305"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","900","",WTO Members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","162.283"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","900","",WTO Members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","168.111"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","900","",WTO Members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","167.071"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","900","",WTO Members,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","176.923"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","902","",WTO Observer governments,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","89.336"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","902","",WTO Observer governments,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","96.869"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","902","",WTO Observer governments,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","96.793"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","902","",WTO Observer governments,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","99.828"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","905","",Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","136.106"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","905","",Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","139.862"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","905","",Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","134.492"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","905","",Europe,"000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q4,Fourth Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","145.032"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q1,First Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","125.951"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q2,Second Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","145.573"
Merchandise trade - indices and prices,ITS_MTP_QXV,"Merchandise export volume indices, not seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","",World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,Q3,Third Quarter,Q,Quarterly,ID05Q1,"2005Q1=100",2021,"","","","151.356"
